symbol,date,marketcap
PSTB,2017-06-30,627
PSTG,2017-06-30,2827
PSTI,2017-06-30,121
PSTV,2017-06-30,24
PSX,2017-06-30,43238
PSXP,2017-06-30,5402
PTC,2017-06-30,6287
PTCT,2017-06-30,781
PTE,2017-06-30,146
PTEN,2017-06-30,4183
PTEO,2017-06-30,1
PTGX,2017-06-30,195
PTI,2017-06-30,87
PTLA,2017-06-30,3343
PTMN,2017-06-30,130
PTN,2017-06-30,87
PTSI,2017-06-30,117
PTVCB,2017-06-30,362
PTX,2017-06-30,37
PUB,2017-06-30,488
PULM,2017-06-30,41
PUMP,2017-06-30,1057
PURE,2017-06-30,77
PVAC,2017-06-30,555
PVBC,2017-06-30,209
PVCT,2017-06-30,11
PVH,2017-06-30,9542
PW,2017-06-30,13
PWFL,2017-06-30,102
PWOD,2017-06-30,197
PWON,2017-06-30,79
PWR,2017-06-30,5200
PX,2017-06-30,37891
PXD,2017-06-30,27458
PXLW,2017-06-30,144
PYPL,2017-06-30,68398
PYX,2017-06-30,126
PZG,2017-06-30,29
PZN,2017-06-30,726
PZRX,2017-06-30,10
PZZA,2017-06-30,2655
QADB,2017-06-30,502
QBAK,2017-06-30,12
QBIO,2017-06-30,42
QCOM,2017-06-30,83946
QCP,2017-06-30,1632
QCRH,2017-06-30,612
QDEL,2017-06-30,1053
QEP,2017-06-30,2330
QGEN,2017-06-30,7784
QHCCQ,2017-06-30,109
QLYS,2017-06-30,1626
QMCI,2017-06-30,4
QMCO,2017-06-30,261
QNBC,2017-06-30,139
QNST,2017-06-30,214
QRHC,2017-06-30,31
QRTEA,2017-06-30,10471
QRVO,2017-06-30,8280
QSEP,2017-06-30,48
QSR,2017-06-30,14419
QTNA,2017-06-30,632
QTNT,2017-06-30,240
QTS,2017-06-30,2572
QTWO,2017-06-30,1535
QTXB,2017-06-30,0
QUAD,2017-06-30,1117
QUIK,2017-06-30,111
QUMU,2017-06-30,27
QUOT,2017-06-30,1131
QURE,2017-06-30,186
R,2017-06-30,3953
RACE,2017-06-30,24111
RAD,2017-06-30,3182
RAI,2017-06-30,93031
RAIL,2017-06-30,212
RAMP,2017-06-30,2017
RAND,2017-06-30,18
RARE,2017-06-30,2736
RARX,2017-06-30,365
RAS,2017-06-30,167
RATE,2017-06-30,1199
RAVE,2017-06-30,22
RAVN,2017-06-30,1158
RBA,2017-06-30,3125
RBB,2017-06-30,364
RBBN,2017-06-30,341
RBC,2017-06-30,3640
RBCAA,2017-06-30,731
RBCN,2017-06-30,22
RBNC,2017-06-30,190
RBPAA,2017-06-30,126
RC,2017-06-30,465
RCGR,2017-06-30,0
RCII,2017-06-30,664
RCKT,2017-06-30,38
RCKY,2017-06-30,101
RCL,2017-06-30,24316
RCM,2017-06-30,369
RCMT,2017-06-30,62
RCON,2017-06-30,9
RDC,2017-06-30,1361
RDFN,2017-06-30,1960
RDGA,2017-06-30,1
RDI,2017-06-30,368
RDN,2017-06-30,3637
RDNT,2017-06-30,371
RDUS,2017-06-30,1890
RE,2017-06-30,10745
REED,2017-06-30,29
REEMF,2017-06-30,8
REFR,2017-06-30,29
REG,2017-06-30,10986
REGI,2017-06-30,482
REGN,2017-06-30,51128
REGX,2017-06-30,58
REI,2017-06-30,685
REIS,2017-06-30,235
RELL,2017-06-30,77
RELV,2017-06-30,15
RELYQ,2017-06-30,80
REN,2017-06-30,668
REPH,2017-06-30,136
RES,2017-06-30,4451
RESI,2017-06-30,676
RESN,2017-06-30,68
RETA,2017-06-30,712
REV,2017-06-30,1060
REVG,2017-06-30,1721
REX,2017-06-30,615
REXN,2017-06-30,63
REXR,2017-06-30,1914
REXX,2017-06-30,28
RF,2017-06-30,17726
RFIL,2017-06-30,17
RFP,2017-06-30,406
RGA,2017-06-30,8687
RGC,2017-06-30,3021
RGCO,2017-06-30,199
RGEN,2017-06-30,1480
RGLD,2017-06-30,5388
RGLS,2017-06-30,79
RGNP,2017-06-30,3
RGNX,2017-06-30,593
RGP,2017-06-30,387
RGR,2017-06-30,1059
RGS,2017-06-30,522
RGSE,2017-06-30,6
RH,2017-06-30,1915
RHE,2017-06-30,19
RHI,2017-06-30,5855
RHNO,2017-06-30,38
RHP,2017-06-30,3188
RHT,2017-06-30,16383
RIBT,2017-06-30,13
RICE,2017-06-30,5659
RICK,2017-06-30,231
RIG,2017-06-30,3297
RIGL,2017-06-30,312
RIHT,2017-06-30,6
RILY,2017-06-30,408
RIOT,2017-06-30,21
RIVE,2017-06-30,56
RJF,2017-06-30,11752
RKDA,2017-06-30,20
RL,2017-06-30,6395
RLGT,2017-06-30,265
RLGY,2017-06-30,4559
RLH,2017-06-30,169
RLI,2017-06-30,2454
RLJ,2017-06-30,2534
RLJE,2017-06-30,36
RLMD,2017-06-30,11
RLOGQ,2017-06-30,6
RM,2017-06-30,278
RMAX,2017-06-30,1068
RMBS,2017-06-30,1347
RMCF,2017-06-30,69
RMD,2017-06-30,10861
RMGN,2017-06-30,28
RMHB,2017-06-30,28
RMNI,2017-06-30,207
RMP,2017-06-30,2083
RMR,2017-06-30,1493
RMTI,2017-06-30,382
RNDB,2017-06-30,91
RNET,2017-06-30,321
RNG,2017-06-30,2719
RNGR,2017-06-30,228
RNR,2017-06-30,5793
RNST,2017-06-30,1989
RNVA,2017-06-30,4
RNWK,2017-06-30,163
ROCK,2017-06-30,1028
ROG,2017-06-30,2088
ROIC,2017-06-30,2178
ROK,2017-06-30,21037
ROKA,2017-06-30,10
ROL,2017-06-30,9182
ROLL,2017-06-30,2518
ROP,2017-06-30,23897
ROSE,2017-06-30,294
ROST,2017-06-30,22081
ROX,2017-06-30,284
ROYL,2017-06-30,9
RP,2017-06-30,3143
RPAI,2017-06-30,2995
RPD,2017-06-30,689
RPM,2017-06-30,7021
RPMT,2017-06-30,28
RPRX,2017-06-30,12
RPT,2017-06-30,1054
RPXC,2017-06-30,659
RRC,2017-06-30,5387
RRD,2017-06-30,798
RRGB,2017-06-30,793
RRR,2017-06-30,2691
RRTS,2017-06-30,279
RS,2017-06-30,5279
RSCF,2017-06-30,3
RSG,2017-06-30,21600
RSLS,2017-06-30,32
RSPP,2017-06-30,4999
RSRV,2017-06-30,36
RSSS,2017-06-30,24
RSSV,2017-06-30,19
RST,2017-06-30,231
RSTRF,2017-06-30,25897
RSYS,2017-06-30,104
RT,2017-06-30,126
RTEC,2017-06-30,701
RTIX,2017-06-30,314
RTKHQ,2017-06-30,10
RTN,2017-06-30,48104
RTRX,2017-06-30,764
RTTR,2017-06-30,8
RTW,2017-06-30,112
RTX,2017-06-30,96394
RUBI,2017-06-30,233
RUN,2017-06-30,769
RUSHA,2017-06-30,1535
RUTH,2017-06-30,668
RVEN,2017-06-30,51
RVLT,2017-06-30,145
RVNC,2017-06-30,766
RVP,2017-06-30,41
RVSB,2017-06-30,166
RWLK,2017-06-30,31
RWT,2017-06-30,1314
RXDX,2017-06-30,492
RXN,2017-06-30,2398
RYAM,2017-06-30,633
RYI,2017-06-30,343
RYMM,2017-06-30,1
RYN,2017-06-30,3753
S,2017-06-30,33450
SABR,2017-06-30,5787
SACH,2017-06-30,52
SAEX,2017-06-30,25
SAFE,2017-06-30,341
SAFM,2017-06-30,3041
SAFT,2017-06-30,1070
SAGE,2017-06-30,2955
SAH,2017-06-30,862
SAIA,2017-06-30,1349
SAIC,2017-06-30,3251
SAL,2017-06-30,118
SALM,2017-06-30,182
SAM,2017-06-30,1630
SAMG,2017-06-30,166
SANM,2017-06-30,2790
SANW,2017-06-30,70
SAR,2017-06-30,132
SASR,2017-06-30,965
SATS,2017-06-30,5618
SAUC,2017-06-30,64
SAVA,2017-06-30,24
SAVE,2017-06-30,3181
SBAC,2017-06-30,16604
SBBP,2017-06-30,253
SBBX,2017-06-30,130
SBCF,2017-06-30,1012
SBCP,2017-06-30,177
SBFG,2017-06-30,80
SBGI,2017-06-30,3285
SBH,2017-06-30,2719
SBOW,2017-06-30,283
SBPH,2017-06-30,149
SBRA,2017-06-30,1547
SBSAA,2017-06-30,8
SBSI,2017-06-30,1021
SBTB,2017-06-30,34
SBUX,2017-06-30,81732
SC,2017-06-30,4600
SCAC,2017-06-30,314
SCCO,2017-06-30,28610
SCG,2017-06-30,9347
SCHL,2017-06-30,1473
SCHN,2017-06-30,566
SCHW,2017-06-30,57432
SCI,2017-06-30,6433
SCKT,2017-06-30,25
SCL,2017-06-30,1905
SCLN,2017-06-30,573
SCM,2017-06-30,212
SCMP,2017-06-30,488
SCON,2017-06-30,14
SCOR,2017-06-30,1023
SCS,2017-06-30,1794
SCSC,2017-06-30,1006
SCU,2017-06-30,1358
SCVL,2017-06-30,330
SCWX,2017-06-30,872
SCX,2017-06-30,56
SCYX,2017-06-30,45
SCYYF,2017-06-30,57
SD,2017-06-30,632
SDPI,2017-06-30,16
SEAC,2017-06-30,97
SEAS,2017-06-30,1317
SEB,2017-06-30,4818
SEDG,2017-06-30,996
SEE,2017-06-30,8644
SEEL,2017-06-30,16
SEIC,2017-06-30,8656
SEII,2017-06-30,6
SELB,2017-06-30,357
SELF,2017-06-30,38
SEM,2017-06-30,2062
SEMG,2017-06-30,1888
SENEA,2017-06-30,293
SENR,2017-06-30,35
SENS,2017-06-30,228
SEP,2017-06-30,13728
SERV,2017-06-30,5561
SES,2017-06-30,49
SESN,2017-06-30,36
SEV,2017-06-30,100
SF,2017-06-30,3304
SFBC,2017-06-30,78
SFBS,2017-06-30,1937
SFDL,2017-06-30,87
SFE,2017-06-30,241
SFEG,2017-06-30,29
SFLY,2017-06-30,1600
SFM,2017-06-30,3156
SFNC,2017-06-30,1686
SFR,2017-06-30,4099
SFS,2017-06-30,655
SFST,2017-06-30,255
SGA,2017-06-30,253
SGB,2017-06-30,51
SGBX,2017-06-30,10
SGC,2017-06-30,329
SGEN,2017-06-30,7212
SGH,2017-06-30,314
SGLB,2017-06-30,10
SGMA,2017-06-30,34
SGMO,2017-06-30,670
SGMS,2017-06-30,2686
SGRP,2017-06-30,21
SGRY,2017-06-30,852
SGU,2017-06-30,610
SGY,2017-06-30,401
SGYP,2017-06-30,898
SHAK,2017-06-30,1228
SHBI,2017-06-30,210
SHEN,2017-06-30,1575
SHLD,2017-06-30,953
SHLM,2017-06-30,849
SHLO,2017-06-30,166
SHLX,2017-06-30,5162
SHO,2017-06-30,3588
SHOO,2017-06-30,2405
SHOP,2017-06-30,8537
SHOR,2017-06-30,456
SHOS,2017-06-30,48
SHPG,2017-06-30,49390
SHSP,2017-06-30,33
SHW,2017-06-30,32717
SIAF,2017-06-30,54
SIEB,2017-06-30,89
SIEN,2017-06-30,200
SIF,2017-06-30,37
SIFI,2017-06-30,191
SIG,2017-06-30,4002
SIGA,2017-06-30,240
SIGI,2017-06-30,2908
SIGM,2017-06-30,243
SINO,2017-06-30,33
SINT,2017-06-30,12
SIR,2017-06-30,2129
SIRI,2017-06-30,26206
SITC,2017-06-30,3483
SITE,2017-06-30,2073
SITO,2017-06-30,83
SIVB,2017-06-30,9432
SIX,2017-06-30,5235
SJI,2017-06-30,2723
SJM,2017-06-30,12864
SJW,2017-06-30,1046
SKAS,2017-06-30,5
SKIS,2017-06-30,70
SKKY,2017-06-30,20
SKT,2017-06-30,2486
SKVI,2017-06-30,3
SKX,2017-06-30,4549
SKY,2017-06-30,54
SKYW,2017-06-30,1863
SLAB,2017-06-30,3090
SLB,2017-06-30,92116
SLCA,2017-06-30,2515
SLCT,2017-06-30,139
SLG,2017-06-30,10416
SLGN,2017-06-30,3437
SLM,2017-06-30,5027
SLNG,2017-06-30,16
SLNM,2017-06-30,20
SLNO,2017-06-30,22
SLP,2017-06-30,216
SLRC,2017-06-30,928
SLRX,2017-06-30,71
SLS,2017-06-30,18
SM,2017-06-30,1771
SMBC,2017-06-30,264
SMBK,2017-06-30,197
SMCI,2017-06-30,1095
SMDM,2017-06-30,20
SMED,2017-06-30,75
SMG,2017-06-30,5451
SMGI,2017-06-30,0
SMHI,2017-06-30,295
SMID,2017-06-30,37
SMIT,2017-06-30,5
SMLP,2017-06-30,1612
SMLR,2017-06-30,17
SMME,2017-06-30,15
SMMF,2017-06-30,273
SMP,2017-06-30,1127
SMPL,2017-06-30,846
SMRT,2017-06-30,64
SMSI,2017-06-30,16
SMTC,2017-06-30,2599
SMTI,2017-06-30,8
SMTX,2017-06-30,21
SNA,2017-06-30,8907
SNAK,2017-06-30,74
SNAP,2017-06-30,17558
SNBC,2017-06-30,465
SNBR,2017-06-30,1431
SNC,2017-06-30,830
SNCA,2017-06-30,41
SNCR,2017-06-30,757
SND,2017-06-30,284
SNDD,2017-06-30,5
SNDR,2017-06-30,3852
SNDX,2017-06-30,251
SNECQ,2017-06-30,509
SNES,2017-06-30,37
SNFCA,2017-06-30,98
SNGX,2017-06-30,12
SNI,2017-06-30,10098
SNMP,2017-06-30,170
SNMX,2017-06-30,38
SNNA,2017-06-30,494
SNNY,2017-06-30,11
SNOA,2017-06-30,29
SNPS,2017-06-30,11556
SNR,2017-06-30,797
SNSS,2017-06-30,60
SNV,2017-06-30,5350
SNX,2017-06-30,4604
SO,2017-06-30,48688
SOFO,2017-06-30,17
SOHO,2017-06-30,90
SOHU,2017-06-30,1980
SOI,2017-06-30,515
SON,2017-06-30,4992
SONA,2017-06-30,311
SONC,2017-06-30,1174
SONN,2017-06-30,0
SORL,2017-06-30,118
SOTK,2017-06-30,17
SP,2017-06-30,731
SPA,2017-06-30,222
SPAR,2017-06-30,317
SPB,2017-06-30,3414
SPB1,2017-06-30,7001
SPG,2017-06-30,50822
SPGI,2017-06-30,38536
SPGX,2017-06-30,26
SPH,2017-06-30,1499
SPHS,2017-06-30,62
SPKE,2017-06-30,684
SPLK,2017-06-30,8911
SPLP,2017-06-30,482
SPLS,2017-06-30,6658
SPMI,2017-06-30,0
SPN,2017-06-30,1676
SPNC,2017-06-30,1687
SPND,2017-06-30,22
SPNE,2017-06-30,149
SPNI,2017-06-30,35
SPOK,2017-06-30,345
SPPI,2017-06-30,678
SPR,2017-06-30,7677
SPRS,2017-06-30,5
SPRT,2017-06-30,41
SPSC,2017-06-30,1055
SPTN,2017-06-30,953
SPWH,2017-06-30,187
SPWR,2017-06-30,1292
SPXC,2017-06-30,1105
SQ,2017-06-30,9465
SQBG,2017-06-30,217
SR,2017-06-30,3484
SRAX,2017-06-30,11
SRC,2017-06-30,3645
SRCE,2017-06-30,1252
SRCI,2017-06-30,1460
SRCL,2017-06-30,6457
SRDX,2017-06-30,358
SRE,2017-06-30,28853
SREV,2017-06-30,332
SRG,2017-06-30,1609
SRGZ,2017-06-30,4
SRI,2017-06-30,456
SRLP,2017-06-30,617
SRMC,2017-06-30,15
SRNA,2017-06-30,22
SRNE,2017-06-30,142
SRPT,2017-06-30,2145
SRRA,2017-06-30,71
SRT,2017-06-30,195
SRTS,2017-06-30,59
SSB,2017-06-30,2484
SSD,2017-06-30,2094
SSFN,2017-06-30,80
SSI,2017-06-30,51
SSKN,2017-06-30,5
SSL,2017-06-30,18950
SSNC,2017-06-30,7815
SSNF,2017-06-30,23
SSNI,2017-06-30,658
SSNT,2017-06-30,18
SSNYQ,2017-06-30,1
SSP,2017-06-30,1469
SSSS,2017-06-30,97
SSTI,2017-06-30,117
SSTK,2017-06-30,1372
SSY,2017-06-30,15
SSYS,2017-06-30,1200
ST,2017-06-30,7653
STAA,2017-06-30,438
STAF,2017-06-30,10
STAG,2017-06-30,2493
STAR,2017-06-30,846
STAY,2017-06-30,3779
STB,2017-06-30,563
STBA,2017-06-30,1279
STBZ,2017-06-30,1061
STC,2017-06-30,1009
STCN,2017-06-30,108
STDY,2017-06-30,162
STE,2017-06-30,7159
STFC,2017-06-30,1057
STGG,2017-06-30,21
STI,2017-06-30,27738
STKL,2017-06-30,826
STKS,2017-06-30,51
STL,2017-06-30,3116
STLD,2017-06-30,8628
STLY,2017-06-30,18
STML,2017-06-30,224
STMP,2017-06-30,3110
STND,2017-06-30,136
STON,2017-06-30,296
STOR,2017-06-30,4201
STRA,2017-06-30,961
STRI,2017-06-30,4
STRL,2017-06-30,336
STRM,2017-06-30,24
STRP,2017-06-30,2298
STRS,2017-06-30,237
STRT,2017-06-30,133
STS,2017-06-30,271
STT,2017-06-30,34661
STWD,2017-06-30,5820
STX,2017-06-30,10625
STXS,2017-06-30,13
STZ,2017-06-30,36625
SUI,2017-06-30,6746
SUM,2017-06-30,3113
SUMR,2017-06-30,32
SUN,2017-06-30,3613
SUNS,2017-06-30,274
SUNW,2017-06-30,39
SUP,2017-06-30,466
SUPN,2017-06-30,2141
SUWN,2017-06-30,20
SVBI,2017-06-30,88
SVBL,2017-06-30,18
SVC,2017-06-30,4639
SVRA,2017-06-30,115
SVT,2017-06-30,23
SVU,2017-06-30,933
SVVC,2017-06-30,60
SWK,2017-06-30,21657
SWKH,2017-06-30,142
SWKS,2017-06-30,18683
SWM,2017-06-30,1161
SWN,2017-06-30,2867
SWX,2017-06-30,3688
SXC,2017-06-30,650
SXCP,2017-06-30,825
SXEEQ,2017-06-30,218
SXI,2017-06-30,1187
SXT,2017-06-30,3420
SYBT,2017-06-30,845
SYBX,2017-06-30,35
SYEV,2017-06-30,4
SYF,2017-06-30,23998
SYK,2017-06-30,53579
SYKE,2017-06-30,1270
SYN,2017-06-30,68
SYNA,2017-06-30,1709
SYNC,2017-06-30,119
SYNH,2017-06-30,3082
SYNL,2017-06-30,97
SYNT,2017-06-30,1525
SYPR,2017-06-30,36
SYRS,2017-06-30,511
SYX,2017-06-30,780
SYY,2017-06-30,27381
T,2017-06-30,233502
TA,2017-06-30,153
TACO,2017-06-30,521
TACT,2017-06-30,69
TAIT,2017-06-30,9
TAL,2017-06-30,10992
TALN,2017-06-30,8
TAP,2017-06-30,17596
TARA,2017-06-30,25
TARSF,2017-06-30,3
TAST,2017-06-30,422
TAT,2017-06-30,51
TAYD,2017-06-30,42
TBBK,2017-06-30,432
TBI,2017-06-30,1100
TBK,2017-06-30,486
TBNK,2017-06-30,299
TBPH,2017-06-30,1706
TCBI,2017-06-30,3939
TCBK,2017-06-30,833
TCCO,2017-06-30,11
TCF,2017-06-30,3392
TCF1,2017-06-30,2721
TCFC,2017-06-30,174
TCI,2017-06-30,218
TCMD,2017-06-30,503
TCO,2017-06-30,3553
TCON,2017-06-30,38
TCP,2017-06-30,3815
TCPC,2017-06-30,989
TCRD,2017-06-30,329
TCS,2017-06-30,247
TCX,2017-06-30,594
TDC,2017-06-30,3917
TDG,2017-06-30,14409
TDOC,2017-06-30,1816
TDS,2017-06-30,3124
TDW,2017-06-30,35
TDY,2017-06-30,4846
TEAM,2017-06-30,7934
TEAR,2017-06-30,11
TECD,2017-06-30,3534
TECH,2017-06-30,4448
TEGY,2017-06-30,3
TEL,2017-06-30,28217
TELL,2017-06-30,1917
TEN,2017-06-30,3013
TENX,2017-06-30,16
TEP,2017-06-30,3753
TER,2017-06-30,6299
TERP,2017-06-30,1765
TESO,2017-06-30,197
TESS,2017-06-30,117
TEUM,2017-06-30,12
TEVA,2017-06-30,33718
TEX,2017-06-30,3511
TFC,2017-06-30,37364
TFCF,2017-06-30,51494
TFSL,2017-06-30,4381
TFX,2017-06-30,9557
TG,2017-06-30,521
TGC,2017-06-30,7
TGE,2017-06-30,4026
TGEN,2017-06-30,74
TGHI,2017-06-30,5
TGI,2017-06-30,1433
TGLS,2017-06-30,265
TGNA,2017-06-30,2994
TGT,2017-06-30,30926
TGTX,2017-06-30,685
THC,2017-06-30,1813
THFF,2017-06-30,568
THG,2017-06-30,3947
THM,2017-06-30,82
THMO,2017-06-30,34
THO,2017-06-30,5925
THR,2017-06-30,590
THRM,2017-06-30,1329
THS,2017-06-30,4446
THST,2017-06-30,9
THTI,2017-06-30,4
TIER,2017-06-30,873
TIF,2017-06-30,11403
TIKK,2017-06-30,11
TIL,2017-06-30,13
TILE,2017-06-30,1191
TIME,2017-06-30,1408
TIPT,2017-06-30,331
TIS,2017-06-30,116
TISI,2017-06-30,527
TITN,2017-06-30,339
TIVO,2017-06-30,2263
TJX,2017-06-30,45187
TKAT,2017-06-30,52
TKLS,2017-06-30,21
TKOI,2017-06-30,23
TKR,2017-06-30,3600
TLF,2017-06-30,80
TLGT,2017-06-30,424
TLP,2017-06-30,695
TLRA,2017-06-30,120
TLRD,2017-06-30,630
TLRS,2017-06-30,12
TLYS,2017-06-30,304
TMHC,2017-06-30,2824
TMO,2017-06-30,68523
TMP,2017-06-30,1185
TMPS,2017-06-30,5
TMQ,2017-06-30,69
TMRC,2017-06-30,9
TMSR,2017-06-30,61
TMST,2017-06-30,683
TMUS,2017-06-30,50579
TNAV,2017-06-30,320
TNC,2017-06-30,1220
TNDM,2017-06-30,35
TNET,2017-06-30,2524
TNH,2017-06-30,1570
TNLX,2017-06-30,2
TNTR,2017-06-30,177
TNXP,2017-06-30,28
TOCA,2017-06-30,228
TOFB,2017-06-30,10
TOL,2017-06-30,6234
TORM,2017-06-30,28
TOWR,2017-06-30,473
TPB,2017-06-30,295
TPC,2017-06-30,1365
TPCA,2017-06-30,1076
TPCO,2017-06-30,424
TPCS,2017-06-30,19
TPH,2017-06-30,2108
TPHS,2017-06-30,219
TPIC,2017-06-30,635
TPL,2017-06-30,2598
TPR,2017-06-30,12360
TPRE,2017-06-30,1546
TPVG,2017-06-30,209
TPX,2017-06-30,3014
TR,2017-06-30,2277
TRC,2017-06-30,430
TRCB,2017-06-30,151
TRCH,2017-06-30,89
TRCK,2017-06-30,23
TRCO,2017-06-30,3543
TREC,2017-06-30,286
TREE,2017-06-30,2327
TREX,2017-06-30,2132
TRGP,2017-06-30,9437
TRHC,2017-06-30,281
TRI,2017-06-30,31205
TRIP,2017-06-30,5441
TRK,2017-06-30,802
TRMB,2017-06-30,9251
TRMK,2017-06-30,2156
TRN,2017-06-30,4173
TRNO,2017-06-30,1753
TRNS,2017-06-30,89
TRNX,2017-06-30,7
TROW,2017-06-30,19027
TROX,2017-06-30,2055
TRP,2017-06-30,42670
TRS,2017-06-30,1024
TRST,2017-06-30,756
TRT,2017-06-30,17
TRTC,2017-06-30,142
TRTN,2017-06-30,2510
TRTX,2017-06-30,1196
TRU,2017-06-30,8069
TRUE,2017-06-30,1750
TRUP,2017-06-30,691
TRV,2017-06-30,34865
TRVN,2017-06-30,136
TRXC,2017-06-30,99
TRXO,2017-06-30,3
TSBK,2017-06-30,192
TSC,2017-06-30,692
TSCO,2017-06-30,6855
TSE,2017-06-30,2945
TSLA,2017-06-30,59481
TSLX,2017-06-30,1237
TSN,2017-06-30,23235
TSQ,2017-06-30,191
TSRI,2017-06-30,12
TSRO,2017-06-30,7134
TSS,2017-06-30,11272
TST,2017-06-30,30
TT,2017-06-30,22726
TTC,2017-06-30,7140
TTD,2017-06-30,2111
TTEC,2017-06-30,1867
TTEK,2017-06-30,2478
TTGT,2017-06-30,273
TTI,2017-06-30,279
TTLO,2017-06-30,4
TTMI,2017-06-30,1575
TTNP,2017-06-30,37
TTOO,2017-06-30,95
TTPH,2017-06-30,293
TTSH,2017-06-30,923
TTWO,2017-06-30,8555
TU,2017-06-30,20635
TUES,2017-06-30,88
TUP,2017-06-30,3320
TUSK,2017-06-30,640
TVPT,2017-06-30,1751
TVTY,2017-06-30,1545
TWER,2017-06-30,2
TWI,2017-06-30,674
TWIN,2017-06-30,193
TWLO,2017-06-30,2759
TWMC,2017-06-30,79
TWNK,2017-06-30,2035
TWO,2017-06-30,3462
TWOC,2017-06-30,50
TWOU,2017-06-30,2336
TWTR,2017-06-30,12500
TWX,2017-06-30,78806
TXMD,2017-06-30,1074
TXN,2017-06-30,78598
TXRH,2017-06-30,3526
TXSO,2017-06-30,7
TXT,2017-06-30,12723
TYHT,2017-06-30,55
TYL,2017-06-30,6639
TYME,2017-06-30,335
TYPE,2017-06-30,776
TZOO,2017-06-30,131
UAA,2017-06-30,9035
UAL,2017-06-30,22944
UAMY,2017-06-30,26
UAN,2017-06-30,396
UAVS,2017-06-30,3
UBA,2017-06-30,825
UBCP,2017-06-30,64
UBFO,2017-06-30,154
UBNK,2017-06-30,873
UBOH,2017-06-30,74
UBSI,2017-06-30,3803
UCBA,2017-06-30,80
UCBI,2017-06-30,1967
UCFC,2017-06-30,430
UCP,2017-06-30,89
UCTT,2017-06-30,685
UDR,2017-06-30,10385
UE,2017-06-30,2534
UEC,2017-06-30,204
UEIC,2017-06-30,926
UEPS,2017-06-30,558
UFAB,2017-06-30,85
UFCS,2017-06-30,1107
UFI,2017-06-30,549
UFPI,2017-06-30,1742
UFPT,2017-06-30,204
UFS,2017-06-30,2406
UG,2017-06-30,73
UGI,2017-06-30,8394
UHAL,2017-06-30,7426
UHS,2017-06-30,11032
UHT,2017-06-30,1050
UI,2017-06-30,4683
UIHC,2017-06-30,679
UIS,2017-06-30,568
ULBI,2017-06-30,106
ULH,2017-06-30,415
ULTA,2017-06-30,14499
ULTI,2017-06-30,6039
ULUR,2017-06-30,8
UMBF,2017-06-30,3610
UMH,2017-06-30,542
UMPQ,2017-06-30,4071
UNAM,2017-06-30,50
UNB,2017-06-30,203
UNF,2017-06-30,2817
UNFI,2017-06-30,2082
UNH,2017-06-30,183552
UNIT,2017-06-30,4185
UNM,2017-06-30,10940
UNP,2017-06-30,86446
UNT,2017-06-30,1019
UNTY,2017-06-30,184
UNVR,2017-06-30,4204
UNXL,2017-06-30,24
UONE,2017-06-30,96
UPLC,2017-06-30,1831
UPLD,2017-06-30,449
UPS,2017-06-30,96269
UQM,2017-06-30,41
URBN,2017-06-30,2343
URG,2017-06-30,94
URI,2017-06-30,9780
USAC,2017-06-30,955
USAK,2017-06-30,71
USAP,2017-06-30,137
USAS,2017-06-30,116
USAT,2017-06-30,239
USAU,2017-06-30,30
USB,2017-06-30,88179
USCR,2017-06-30,1257
USDP,2017-06-30,270
USEG,2017-06-30,4
USFD,2017-06-30,6078
USG,2017-06-30,4054
USIO,2017-06-30,16
USLM,2017-06-30,445
USM,2017-06-30,3319
USNA,2017-06-30,1494
USNU,2017-06-30,4
USPH,2017-06-30,776
USRM,2017-06-30,15
USWS,2017-06-30,393
UTGN,2017-06-30,69
UTHR,2017-06-30,5640
UTI,2017-06-30,90
UTL,2017-06-30,703
UTMD,2017-06-30,262
UTSI,2017-06-30,101
UUU,2017-06-30,6
UUUU,2017-06-30,119
UVE,2017-06-30,867
UVSP,2017-06-30,802
UVV,2017-06-30,1606
UWHR,2017-06-30,38
UWN,2017-06-30,40
V,2017-06-30,201154
VABK,2017-06-30,91
VAC,2017-06-30,3170
VAL,2017-06-30,1587
VALU,2017-06-30,169
VAR,2017-06-30,9144
VASO,2017-06-30,14
VBFC,2017-06-30,46
VBIO,2017-06-30,42
VBIV,2017-06-30,180
VBLT,2017-06-30,122
VBTX,2017-06-30,404
VC,2017-06-30,3359
VCEL,2017-06-30,110
VCON,2017-06-30,5
VCRA,2017-06-30,774
VCSY,2017-06-30,15
VCYT,2017-06-30,277
VEAC,2017-06-30,700
VEC,2017-06-30,361
VECO,2017-06-30,1262
VEEV,2017-06-30,8523
VER,2017-06-30,8135
VERB,2017-06-30,19
VERI,2017-06-30,155
VERU,2017-06-30,52
VFC,2017-06-30,23883
VFRM,2017-06-30,25
VG,2017-06-30,1563
VGR,2017-06-30,2714
VGZ,2017-06-30,82
VHC,2017-06-30,231
VHI,2017-06-30,990
VIAB,2017-06-30,13788
VIAC,2017-06-30,25903
VIAV,2017-06-30,2345
VIBI,2017-06-30,78
VICA,2017-06-30,27
VICR,2017-06-30,698
VIDE,2017-06-30,6
VIRC,2017-06-30,87
VIRT,2017-06-30,2737
VISL,2017-06-30,22
VIVE,2017-06-30,138
VIVO,2017-06-30,619
VKTX,2017-06-30,26
VLGEA,2017-06-30,352
VLO,2017-06-30,30102
VLP,2017-06-30,3038
